entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,mano_obra,destacada,expediente_numero,financiamiento
Obras en escuelas de Comuna 9,Esc. Primaria Comun N° 18 Republica De Corea: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,"$ 1.724.982,00",9,liniers,MURGUIONDO 76,11/10/2016,23/2/2017,4,100,Palmieri,2016,Desconocida,Desconocido,Desconocido,0,NO,0,Desconocido
Obras en escuelas de Comuna 14,Proyecto Remida: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Refuncionalizacion Y Readecuacion Para La Creacion De Un Centro De Reutilizacion Creativa,"$ 1.757.009,00",14,palermo,DORREGO AV. 3723,22/8/2016,29/5/2017,9,100,Enci S.A.,2016,Desconocida,Desconocido,30709309354,0,NO,0,Desconocido
Obras en escuelas de Comuna 5,Jardi­n De Infantes Integral N° 08 Mari­a Angela Schiavoni De Lopez: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica E Impermeabilizacion,"$ 1.814.036,00",5,almagro,BOEDO AV. 650,5/6/2017,17/9/2017,3,100,Betonhaus S.A.,2017,Desconocida,Desconocido,30708568240,0,NO,0,Desconocido
Obras en escuelas de Comuna 12,Esc. Primaria Comun N° 23 Belisario Roldan: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Adecuacion De Gimnasio,"$ 1.965.719,00",12,villa pueyrredon,FRANCO 2390,12/9/2016,31/10/2017,13,100,Spinelli & Asociados S.R.L.,2016,Desconocida,Desconocido,30709411876,0,NO,0,Desconocido
Obras en escuelas de Comuna 8,Escuela Primaria Comun N° 18 Jorge Newbery: Obra de infraestructura,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion,"$ 1.998.000,00",8,villa lugano,AVDA. CNEL. ROCA - PTA. 9,30/6/2017,28/9/2017,3,100,Varberg S.A.,2017,Desconocida,Desconocido,30714509930,0,NO,0,Desconocido
Obras en escuelas de Comuna 6,Escuela Superior De Comercio N° 03 Hipolito Vieytes: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Tratamiento De Humedad Y Revoques, Pintura E Instalacion Electrica De Natatorio","$ 2.289.491,00",6,caballito,GAONA AV. 1502,23/12/2015,18/1/2017,13,100,Ecoparques S.A.,2015,Desconocida,Desconocido,30712255176,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Esc. Primaria Comun N° 17 Tte. Gral. Luis Maria Campos: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Instalacion Electrica, Impermeabilizacion Y Reparaciones Varias","$ 2.370.996,00",10,monte castro,SANTO TOME 4529,7/11/2016,29/5/2017,6,100,Rualima S.R.L.,2016,Desconocida,Desconocido,30682689435,0,NO,0,Desconocido
Obras en escuelas de Comuna 15,Escuela Primaria Comun N° 10 Republica Del Ecuador: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica Y De Gas,"$ 2.588.218,00",15,paternal,ESPINOSA 2547,5/7/2016,2/11/2016,4,100,DI PIETRO PAOLO RUBENS ERNESTO,2016,Desconocida,Desconocido,20044899532,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Esc. Primaria Comun N° 23 Republica de Portugal: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Reparacion E Instalacion De Calefaccion,"$ 2.681.984,00",10,floresta,GUALEGUAYCHU 550,5/5/2017,5/3/2017,0,100,Construmod S.A.,2017,Desconocida,Desconocido,30711684391,0,NO,0,Desconocido
Obras en escuelas de Comuna 11,Centes N° 4: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Remodelacion Y Adecuacion De Instalaciones Y Sanitarios Para Personas Con Discapacidad,"$ 2.781.936,00",11,villa devoto,GUTENBERG 3674,15/12/2016,16/3/2017,3,100,Codasa,2016,Desconocida,Desconocido,30712275819,0,NO,0,Desconocido
Obras en escuelas de Comuna 13,Escuela Primaria Comun N° 17 Dr. Juan Balestra: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica Y Sanitaria,"$ 2.873.156,00",13,belgrano,ARCOS 2440,1/10/2015,6/6/2017,20,100,COYPRO SOCIEDAD ANONIMA,2015,Desconocida,Desconocido,30615108290,0,NO,0,Desconocido
Obras en escuelas de Comuna 1,Escuela Primaria Comun N° 04 Cnel. Isidoro Suarez: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,"$ 2.969.250,00",1,montserrat,REPUBLICA BOLIVARIANA DE VENEZUELA 771,3/4/2017,1/8/2017,4,100,Mediterraneo S.A,2017,Desconocida,Desconocido,30566480618,0,NO,0,Desconocido
Obras en escuelas de Comuna 12,Escuela Primaria Comun N° 15 Provincia De Santa Fe: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Instalacion Electrica, Impermeabilizacion Y Reparacion De Cubierta","$ 2.991.264,00",12,saavedra,PICO 2689,31/1/2017,26/3/2017,2,100,Mazhari S.A.,2017,Desconocida,Desconocido,30708896019,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Esc. Primaria Comun N° 25 Estados Unidos de America: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,"$ 3.499.886,00",10,versalles,BRUSELAS 785,24/10/2016,13/3/2017,5,100,Ferrarino,2016,Desconocida,Desconocido,Desconocido,0,NO,0,Desconocido
Obras en escuelas de Comuna 15,Escuela Primaria Comun N° 17 Francisco De Vitoria: Obra de infraestructura.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Refacciones Varias Y Restauracion,"$ 4.374.885,00",15,villa crespo,"ALVAREZ, JULIAN 240",22/4/2014,11/5/2017,37,100,Garbin S.A.,2014,Desconocida,Desconocido,30521147373,0,NO,0,Desconocido
Obras en escuelas de Comuna 4,Escuela Tecnica N° 33 Fundicion Maestranza Del Plumerillo: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Adecuacion A Normativa,"$ 4.576.809,00",4,nueva pompeya,"RABANAL, FRANCISCO, INTENDENTE AV. 1549",5/11/2016,19/4/2018,17,100,S.E.S. S.A. - MIG S.A. - UTE,2016,Desconocida,Desconocido,30712264256,5,NO,0,Desconocido
Obras en escuelas de Comuna 7,Escuela Primaria Comun N° 24: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Construccion3 Aulas Taller,"$ 5.199.700,00",7,flores,VARELA AV. 1802,12/8/2016,30/3/2017,7,100,Dilthey S.A.,2016,Desconocida,Desconocido,30711331847,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Esc. Primaria Comun N° 08 Base Aerea Vicecomodoro Marambio: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Instalacion Electrica, Termomecanica Y Construccion Casa Casero.","$ 6.017.102,00",10,villa luro,YERBAL 4965,1/11/2016,31/12/2017,13,100,Majo Construcciones S.A.,2016,Desconocida,Desconocido,33709097879,5,NO,0,Desconocido
Obras en escuelas de Comuna 1,IES En Lenguas Vivas Juan Ramon Fernandez De 1 (Nivel Secundario),Finalizada,Escuelas,Ministerio de Educacion,Obra De Ampliacion De 4 Aulas Y 1 Espacio Para Preceptores,"$ 7.203.420,00",1,retiro,"PELLEGRINI, CARLOS 1515",18/10/2017,30/4/2018,6,100,COYPRO SOCIEDAD ANONIMA,2017,Desconocida,Desconocido,30615108290,5,NO,0,Desconocido
Obras en escuelas de Comuna 6,Polideportivo Colegio N° 03 Mariano Moreno: Obra de infraestructura,Finalizada,Escuelas,Ministerio de Educacion,"Ejecucion De Canchas, Vestuarios, Sanitario De Discapacitados Y Sala De Profesores","$ 7.614.048,00",6,caballito,BACACAY 650,27/12/2016,31/7/2017,7,100,Hit Construcciones S.A,2016,Desconocida,Desconocido,30709605158,0,NO,0,Desconocido
Plan 54 escuelas,Polo educativo Lugano - Escuela de Educacion Primaria N.° 7 D.E. 21,Finalizada,Escuelas,Ministerio de Educacion,Primaria,"$ 8.000.000,00",8,villa lugano,FONROUGE S/N (ENTRE J. BARROS PAZOS Y CNEL. M. CHILAVERT),15/11/2016,30/8/2018,21,100,Teximco S.A.,2016,Licitacion Publica,Desconocido,30640087257,55,NO,0,Desconocido
Obras en escuelas de Comuna 12,Jin A (01/15): Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Reparacion De Patologi­as Y Refuncionalizacion,"$ 8.948.590,00",12,villa urquiza,TRIUNVIRATO AV. 5101,23/1/2017,22/11/2017,10,100,Radiotronica Construcciones S.A.,2017,Desconocida,Desconocido,33709466939,0,NO,0,Desconocido
Obras en escuelas de Comuna 10,Escuela Primaria Comun N° 03 Angela M. De Caviglia: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Ampliacion Y Remodelacion,"$ 16.034.567,00",10,velez sarsfield,"ACOSTA, MARIANO AV. 45",4/9/2015,25/2/2017,17,100,Cunumi S.A,2015,Licitacion Publica,Desconocido,30615748036,0,NO,0,Desconocido
Plan 54 escuelas,Escuela de Educacion Media N.° 5 D.E. 19,Finalizada,Escuelas,Ministerio de Educacion,Media,"$ 18.787.437,00",8,villa soldati,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3605",2/5/2015,3/6/2016,13,100,Cavcon S.A.,2015,Desconocida,Desconocido,33707292259,0,NO,0,Desconocido
Obras en escuelas de Comuna 3,Esc. Normal Superior N° 09 Domingo Faustino Sarmiento: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Restauracion, Puesta En Valor, Y Rehabilitacion General","$ 27.795.511,00",3,balvanera,CALLAO AV. 450,18/7/2016,28/2/2018,19,100,Teximco S.A.,2016,Desconocida,Desconocido,30640087257,23,NO,0,Desconocido
Plan 54 escuelas,Polo Educativo Mugica: Escuelas Infantil N° 5,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 168.789.875,00",1,retiro,LETONIA Y ANTARTIDA ARGENTINA AV.,1/1/2018,14/5/2019,16,100,Teximco S.A.,2018,Licitacion Publica,88--SSCRYAC-2017,30640087257,10,NO,28186525--MGEYA-2016,Desconocido
Plan 54 escuelas,Jardin de Infantes Integral N° 17 D.E 5,Finalizada,Escuelas,Ministerio de Educacion,Inicial,"$ 30.899.700,00",4,barracas,SUAREZ 3110,2/2/2018,15/8/2019,17,100,RIVA,2018,Licitacion Publica,Desconocido,Desconocido,0,NO,0,Desconocido
Hospital Alvear,Hospital Alvear - Infraestructura Y Seguridad,Finalizada,Salud,Ministerio de Salud,La Obra Consiste: 1) Elevacion Muros Sector Polideportivo Y Nosocomio (+ 2 Mts Altura) Con Altura Total Final 3.50 Mts 2) Colocar Serpentinas En Toda La Parte Superior.3) Colocar Reflectores A Lo Largo Del Polideportivo. 4) Colocar Reja Perimetral Sector Parque. 5) Reforzar Rondines Nocturnos Por Parte Empresa De Seguridad,"$ 4.269.045,00",15,paternal,WARNES AV. 2630,17/10/2017,30/4/2018,6,100,Mejoramiento Hospitalario S.A.,2014,Licitacion Publica,60/2014,30707962654,8,NO,0,Desconocido
Hospital Alvear,"Hospital Alvear - Trabajos De Instalaciones Termo Mecanicas Y Electricas En Pabellon N° 1, Etapa 3",Finalizada,Salud,Ministerio de Salud,"Las Obras Comprenden La Remodelacion Integral Del Pabellon 1 En El Hospital Alvear, Incluyendo Tambien La Ejecucion De Obras Exteriores, Espacios Verdes Circundantes Y Semicubiertos. Las Obras A Ejecutar Tanto Interiores Como Exteriores Tienen Por Objeto Dejar El Hospital En Condiciones Adecuadas De Funcionamiento. Se Intervendra En La Climatizacion Y Acondicionamiento Electrico Del Pabellon N° 1 Cumpliendo Con Las Normas Vigentes, Con El Fin De Brindar Un Nuevo Destino Y Reubicacion Estrategica A La Consulta Externa. Se Realizara Una Ampliacion Edilicia Dentro Del Pabellon N° 1, Que Contempla Un Nuevo Espacio Destinado Al Acceso Y Espera En El irea De Consulta Externa, Obteniendo Como Resultado Una Entrada Independiente, Desvinculando La Atencion Externa De La De Internacion. La Obra Comprendera Trabajos De Estructuras Y Albañileri­a En General Como La Ejecucion De Mamposteri­a De Elevacion, Distintos Tipos De Revoques Y Cielorrasos, La Colocacion De Revestimientos, Solados Y Carpinteri­as.","$ 9.378.358,00",15,paternal,WARNES AV. 2630,10/4/2017,15/7/2018,15,100,Mejoramiento Hospitalario S.A.,2014,Licitacion Publica,60/2014,30707962654,20,NO,0,Desconocido
Hospital Ramos Meji­a,Hospital Ramos Meji­a - Remodelacion Del Sector De Guardia,Finalizada,Salud,Ministerio de Salud,"La Obra Consiste En La Remodelacion Del Sector De Guardia Del Hospital General De Agudos Dr. Ramos Meji­a. La Obra Comprendera Tareas De Pintura, Desmonte Y Reemplazo De Cielorrasos Suspendidos, Pulido De Pisos Y Revestimientos Grani­ticos Existentes, Cambio De Puertas De Acceso A Consultorios, Mobiliario Nuevo, Cambio De Artefactos De Iluminacion. El Proyecto Cuenta Con 57 M2 Cubiertos Destinados Al irea De Guardia.","$ 2.169.707,00",3,balvanera,"URQUIZA, GRAL. 609",12/4/2015,30/6/2017,26,100,SES SA,2014,Adicional de Mantenimiento,78/2014,30647727545,8,NO,0,Desconocido
Hospital Ramos Meji­a,Hospital Ramos Meji­a - Infraestructura Y Seguridad,Finalizada,Salud,Ministerio de Salud,La Obra De Seguridad Consiste En La Realizacion De Seguridad Perimetral + Seguridad En Carpinteri­as Y Circulacion,"$ 1.284.062,00",3,balvanera,"URQUIZA, GRAL. 609",31/10/2016,31/7/2017,9,100,SES SA,2014,Adicional de Mantenimiento,78/2014,30647727545,4,NO,0,Desconocido
Hospital Durand,Hospital Durand - Infraestructura Y Seguridad - 2° Etapa,Finalizada,Salud,Ministerio de Salud,2da Etapa: Elevacion Del Cercado Perimetral De La Av. Di­az Velez.2) Reparacion Integral De La Garita De Seguridad Del Ingreso Vehicular De La Calle Lobos.3) Reparacion Puerta Sector Cardiologi­a.4) Reforzar Puerta-Reja De Acceso Tomografi­a Computada.,"$ 2.784.361,00",6,caballito,DIAZ VELEZ AV. 5044,8/9/2017,30/9/2017,0,100,Seyma Riva SaIIcfa - Mantelectric Icisa Ute,2014,Adicional de Mantenimiento,64/2014,30714764892,6,NO,0,Desconocido
Hospital Durand,Hospital Durand - Remodelacion Del Sector De Guardia,Finalizada,Salud,Ministerio de Salud,"La Obra De Refaccion De Guardia En El Hospital Durand Consiste En La Puesta En Valor De Las Zonas De Circulacion De Las Guardias (Publicas Y Consultorios), Las Salas De Espera, Los Sanitarios Publicos Nuevos Mesones De Atencion Para Mejorar La Experiencia De Los Vecinos Y Visitantes Que Utilizan Las ireas De Guardia. La Obra Comprendera Tareas De Pintura, Desmonte Y Reemplazo De Carpinteri­as Existentes, Cambios De Vidrios, Mobiliario Nuevo, Pulido De Pisos Grani­ticos Y Limpieza Revestimientos Ceramicos Existentes, Cambio De Cielorraso Y Artefactos De Iluminacion, Reemplazo De Mueble De Recepcion Y De Tabiqueri­a Liviana De Placa Melaminica.","$ 12.815.554,00",6,caballito,DIAZ VELEZ AV. 5044,17/7/2017,30/6/2017,0,100,Seyma Riva SaIIcfa - Mantelectric Icisa Ute,2014,Adicional de Mantenimiento,64/2014,30714764892,12,NO,0,Desconocido
Hospital Durand,Hospital Durand - Infraestructura Y Seguridad - 1° Etapa,Finalizada,Salud,Ministerio de Salud,"1ra Etapa: La Obra De Seguridad Consiste En Trabajos Varios Como Puerta De Seguridad En Terraza, Cierre Sector Proximo A Hemodinamia, Casilla De Gas, Sector De Centro Medico Cli­nico, Rejas En Laboratorio E Iluminacion.","$ 3.037.690,00",6,caballito,DIAZ VELEZ AV. 5044,9/8/2017,30/9/2017,1,100,Seyma Riva SaIIcfa - Mantelectric Icisa Ute,2014,Adicional de Mantenimiento,64/2014,30714764892,4,NO,0,Desconocido
Hospital Piñero,Hospital Piñero - Infraestructura Y Seguridad,Finalizada,Salud,Ministerio de Salud,"La Obra De Seguridad Consiste En Obras Varias Como La Construccion De Un Recinto Para Traslado De Comite De Emergencia, Acondicionamiento Y Puesta En Valor Del Recinto Existente Para Seguridad Sobre La Calle Varela, La Construccion De Recinto Para El Personal De Seguridad Sobre La Calle Crisostomo ilvarez Y Otro En El Sector De Acceso Frente A La Guardia Principal Y El Reemplazo Y Colocacion De Puertas De Seguridad, Entre Otras Como: Rejas, Puertas, Cortinas, Garita, Barrera De Seguridad E Iluminacion","$ 1.231.889,00",7,flores,VARELA AV. 1301,23/9/2016,31/8/2017,11,100,Lesko S.A.C.I.F.I.A.,2014,Licitacion Publica,75/2014,30520282528,6,NO,0,Desconocido
Hospital Argerich,Hospital Argerich - Remodelacion Del Sector De Guardia,Finalizada,Salud,Ministerio de Salud,"La Obra De Refaccion De Guardia En El Hospital Argerich Consistio En La Puesta En Valor De Las Zonas De Circulacion De Las Guardias (Publicas Y Consultorios), Las Salas De Espeña, Los Sanitarios Publicos Nuevos Mesones De Atencion Para Mejorar La Experiencia De Los Vecinos Y Visitantes Que Utilizan Las ireas De Guardia. La Obra Comprendio: Demoliciones, Desmontes Y Retiros, La Remodelacion De Baños Existentes. (Instalaciones Sanitarias Nuevas, Solados, Cielorrasos, Artefactos De Iluminacion Y Sanitarios Anti-Vandalicos), Nuevo Cielorraso En Sector De Espeña Y Baños, Como Tambien El Pulido De Pisos Y Paredes Existentes. Vidrios De Seguridad En Todo El Sector De Espeña De La Guardia, Incluido El Meson De Admision, Que Ademas Se Reciclo A Nuevo Con Acero Inoxidable Y Formica. Reparacion De Los Dos Aleros En Acceso A Las Guardias, Con El Cambio Del Policarbonato Por Chapas Traslucidas Transparentes Y La Pintura Del Sector.","$ 6.548.728,00",4,la boca,PI Y MARGALL 750,12/4/2017,30/6/2017,2,100,Sehos S.A.,2014,Licitacion Publica,61/2014,30649820704,12,NO,0,Desconocido
Hospital Penna,Hospital Penna - Infraestructura y seguridad - 2° Etapa,Finalizada,Salud,Ministerio de Salud,"2da Etapa: construccion de muro perimetral de la parte trasera de cirugi­a, residencia de medicos (calle Cortejarena)","$ 6.711.165,00",4,parque patricios,"CHUTRO, PEDRO, PROF., DR. 3380",18/7/2017,31/7/2017,0,100,Indaltec S.A.,2014,Licitacion Publica,74-SIGAF-MSGC-2014,30650988600,7,NO,2888966-2888966-MGEYA-2013,Desconocido
Hospital Fernandez,Hospital Fernandez - Infraestructura Y Seguridad - 2° Etapa,Finalizada,Salud,Ministerio de Salud,1ra Etapa: la obra de seguridad consiste en la colocacion de puertas internas de seguridad en el sector de guardia mas dos puertas dobles en el sector de la UTI.,"$ 1.605.362,00",14,palermo,CERVIÑO AV. 3356,17/4/2017,31/5/2017,1,100,Mig S.A.,2014,Licitacion Publica,66-SIGAF-MSGC-2014,30561265255,3,NO,2888256-MGEYA-2013,Desconocido
Hospital Rivadavia,Hospital Rivadavia - Infraestructura y Seguridad,Finalizada,Salud,Ministerio de Salud,"La obra consiste: 1) Colocacion de rejas perimetrales sobre las calles Sanchez de Bustamante y Pacheco de Melo. 2) Elevacion de rejas sobre la calle Austria y Av. Las Heras. 3) Elevacion de las rejas del sector precursores qui­micos. 4) Colocacion de rejas en ventanas del pabellon de morgue/ laboratorio, lindante a calle Pacheco de Melo. 5) Incremento de luminarias en los pasillos internos. 6) Incremento de luminarias en los patios externos y jardines. 7) Incremento de luminarias en el sector de precursores qui­micos. 8) Reparacion de las puertas de ingreso a guardia.","$ 11.637.039,00",2,recoleta,LAS HERAS GENERAL AV. 2670,9/10/2017,29/12/2017,2,100,Seyma Riva SaIIcfa - Mantelectric Icisa Ute,2014,Licitacion Publica,79-SIGAF-MSGC-2014,30714764892,6,NO,2886953-2886953-MGEYA-2013,Desconocido
Hospital Tornu,Hospital Tornu - Remodelacion Del Sector Guardia,Finalizada,Salud,Ministerio de Salud,"La Obra De Refaccion De Guardia En El Hospital Tornu Consiste En La Puesta En Valor De Las Zonas De Circulacion De Las Guardias (Publicas Y Consultorios), Las Salas De Espera, Los Sanitarios Publicos Nuevos Mesones De Atencion Para Mejorar La Experiencia De Los Vecinos Y Visitantes Que Utilizan Las ireas De Guardia. La Obra Comprendera Tareas De Pintura, Pulido De Pisos Y Revestimientos Grani­ticos Existentes, Cambio De Puertas De Acceso A Consultorios, Mobiliario Nuevo, Entre Otros. El Proyecto Cuenta Con 40 M2 Cubiertos.","$ 742.690,00",15,parque chas,COMBATIENTES DE MALVINAS AV. 3002,17/7/2017,30/4/2017,0,100,SES SA,2014,Licitacion Publica,85/2014,30647727545,7,NO,0,Desconocido
Hospital Pirovano,Hospital Pirovano - Readecuacion Local Residuos Peligrosos,Finalizada,Salud,Ministerio de Salud,"En El Marco Del Plan De Mejoras Que Se Esta Desarrollando En La Hospital Pirovano, Se Preve Los Trabajos De Readecuacion De Local De Residuos Peligrosos.","$ 1.103.965,00",12,coghlan,MONROE AV. 3555,1/1/2017,31/8/2017,7,100,Mejoramiento Hospitalario S.A.,2014,Licitacion Publica,76/2014,30707962654,3,NO,0,Desconocido
Barrio Pirelli,Barrio Pirelli: Reacondicionamiento De Plaza Scapino Y Equipamiento De Plaza Del Vagon,Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,"Se llevo a cabo la puesta en valor del espacio publico, ordenamiento y dotacion de equipamiento urbano en ambos espacios. ","$ 2.499.979,00",8,villa lugano,"SCAPINO, RODOLFO Y SUAREZ, JOSE LEON",6/9/2017,31/3/2018,6,100,Cooperativa,2017,Desconocida,Desconocido,Desconocido,37,NO,0,Desconocido
Entorno Cildañez,"Entorno Cildañez: Boulevard De La Salle Y Manzana A: Reacondicionamiento En Sector Entre Canchas Y Contrapiso Patio De Juegos Y Manzana 'A', Revoque En Pasillos",Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,"La obra consto de la recuperacion de los sectores de circulacion, el cambio de materialidad en solados y la reparacion de revoque de hormigon que se encontraba en el sector deportivo.","$ 1.295.968,00",9,parque avellaneda,SAN JUAN BAUTISTA DE LA SALLE AV. Y ECHEANDIA,1/8/2017,27/10/2017,2,100,Cooperativa,2017,Desconocida,Desconocido,Desconocido,42,NO,0,Desconocido
Entorno Cildañez,"Entorno Cildañez: Manzana C - Infraestructura Pluvial, Cloacal, Agua Corriente Y Veredas",Finalizada,Hidraulica E Infraestructura,Ministerio de Desarrollo Humano y Habitat,"Dotacion De Infarestructura Pluvial, Cloacal, Agua Corriente Y Reacondicionamiento De Veredas","$ 2.251.194,00",9,parque avellaneda,"PASAJE MANZANA C (NO OFICIAL) Y CASCO, HORACIO, DR.",15/7/2017,15/11/2017,4,100,Cooperativa,2017,Desconocida,Desconocido,Desconocido,37,NO,0,Desconocido
Plazas y Parques de Comuna 8,Cancha Y Plaza Castañares y Lacarra,Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,"Recuperacion Del Espacio Para Reconvertirlo En Un Espacio De Uso Recreativo, Cultural Y Deportivo. Colocacion De Rejilllas, Reparacion Y Cambio De Las Rejas Perimetrales, En La Cancha Existente, . Dotacion De Equipamiento Y Mejoramiento Del Espacio Publico Para El Sector De Descanso Y Cultural. Realizacion De Canteros De Contencion En Los Bordes Linderos A La Autopista.","$ 2.380.554,00",8,villa soldati,CASTAÑARES AV. Y LACARRA AV.,23/10/2017,1/6/2018,8,100,Cooperativa,2017,Desconocida,Desconocido,Desconocido,42,NO,0,Desconocido
Barrio 1 11 14,Barrio 1 11 14: Infraestructura De Servicios Y Solados En Pasajes De Manzana 28 Y 29 (Sector 1 Y 2),Finalizada,Hidraulica E Infraestructura,Ministerio de Desarrollo Humano y Habitat,"Reacondicionamiento De La Red De Cloaca Y Agua Existente, Dotandola Con Tramos Y Camaras De Inspeccion Nuevas. Ejecucion De Solados Nuevos Y Dotacion De Equipamiento Urbano.","$ 2.675.563,00",7,parque chacabuco,"RIESTRA AV. Y TORRES Y TENORIO, PRES.",28/8/2017,24/10/2017,2,100,Cooperativa,2017,Desconocida,Desconocido,Desconocido,42,NO,0,Desconocido
Barrio 1 11 14,"Barrio 1 11 14: Infraestructura De Servicios Y Solados En Pasajes Y Pasillos De Manzana 1, 2 Y 3 (Sector 1 Y 2)",Finalizada,Hidraulica E Infraestructura,Ministerio de Desarrollo Humano y Habitat,"Reacondicionamiento Y Mejora De La Red De Desagi¼es Cloacales, Reparando Caños, Camaras Y Tapas Necesarias, Tendido Pluvial Con Rejilla En Sectores Donde El Escurrimiento No Puede Realizarse Por Superficie, Cambio De Solados Deteriorados Por Nuevos.","$ 4.500.081,00",4,nueva pompeya,"BARROS PAZOS, JOSE Y VEDIA, AGUSTIN DE",9/8/2017,28/12/2017,4,100,Cooperativa,2017,Desconocida,Desconocido,Desconocido,48,NO,0,Desconocido
Distrito De Las Artes,Distrito De Las Artes: Plaza Verde Usina Del Arte,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"Se Trata De Un Nuevo Espacio Anexo A La Usina Del Arte Donde No Solo Se Incorporo Un Nuevo Espacio Verde Para La Ciudad, Sino Que Ademas Sirve Como Apoyo A Las Actividades Que Se Desarrollan En La Usina. Este Espacio Cuenta Con Sectores De Verde, Escenario Elevado, Camarines, Sino Que En El Mismo Se Poddran Desarrollar Espectaculos Donde Podran Ser Vistos Por 10.000 Visitantes.","$ 17.451.932,00",4,la boca,DON PEDRO DE MENDOZA AV. 651,15/6/2017,20/10/2017,4,100,Building Co S.R.L,2017,Licitacion Publica,05-CBAS-2017,30708969881,http://www.buenosaires.gob.ar/corporacionsur,NO,0,Desconocido
Barrio Los Piletones,Barrio Los Piletones: Plaza En Manzana 4,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"El Objeto De La Obra Es Crear Un Nuevo Espacio Publico De Aproximadamente 500 M2, Con 130 M2 De Espacio Verde Y Absorbente Para Brindar Un Nuevo Pulmon Al Barrio.Incluira Nueva Iluminacion Y Se Ejecutara Una Reja Perimetral Que Permita Brindar Mayor Seguridad Al Sector, Evitando Que La Plaza Pueda Ser Utilizada En Horarios Nocturnos.","$ 6.904.948,00",8,villa soldati,MUJERES LUCHADORAS 2850 Y ESPERANZA,29/6/2017,15/12/2017,4,100,Urbaser Argentina S.A.,2017,Licitacion Publica,04-CBAS-2017,30682256504,0,NO,0,Desconocido
Caniles,Canil Parque Lezama,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 2.652.765,00",4,la boca,"PASEO COLON AV. Y GARCIA, MARTIN AV.",4/6/2016,8/5/2016,0,100,Algieri S.A,2016,Desconocida,Desconocido,30699339810,0,NO,0,Desconocido
Caniles,Canil Parque Patricios,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 3.564.845,00",4,parque patricios,CASEROS AV. Y MONTEAGUDO,19/4/2016,29/11/2016,7,100,Indaltec S.A. Comercializadora Paci­fico S.A. UTE,2016,Desconocida,Desconocido,30712217487,0,NO,0,Desconocido
Caniles,Canil Plaza Armenia,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,"$ 2.157.347,00",14,palermo,MALABIA Y COSTA RICA,19/4/2016,20/11/2016,7,100,Indaltec S.A. Comercializadora Paci­fico S.A. UTE,2016,Desconocida,Desconocido,30712217487,0,NO,0,Desconocido
